sample,jaccard_index,original_class,MLPC_class,MLPC_features,SVC_class,SVC_features
9019,0.3076923076923077,3,3,"{'E4_EDA', 'lowAlpha', 'E4_TEMP', 'E4_IBI', 'theta', 'lowBeta', 'y', 'x', 'highBeta', 'E4_HR'}",3,"{'E4_EDA', 'Attention', 'Meditation', 'E4_TEMP', 'E4_IBI', 'x', 'E4_BVP'}"
9022,0.25,3,3,"{'z', 'E4_EDA', 'Attention', 'E4_TEMP', 'E4_IBI', 'theta', 'delta', 'E4_BVP'}",3,"{'E4_EDA', 'E4_TEMP', 'E4_IBI', 'lowBeta', 'y', 'highBeta', 'E4_HR'}"
9025,0.23076923076923078,3,3,"{'E4_EDA', 'Attention', 'lowAlpha', 'lowGamma', 'E4_TEMP', 'E4_IBI', 'Meditation', 'middleGamma', 'delta', 'E4_HR'}",3,"{'E4_EDA', 'E4_TEMP', 'E4_IBI', 'lowBeta', 'highBeta', 'E4_BVP'}"
9035,0.5714285714285714,3,3,"{'E4_EDA', 'Attention', 'E4_HR', 'E4_IBI'}",3,"{'E4_EDA', 'Attention', 'lowAlpha', 'lowGamma', 'E4_IBI', 'delta', 'E4_HR'}"
9036,0.5454545454545454,3,3,"{'E4_EDA', 'E4_TEMP', 'E4_IBI', 'lowBeta', 'highBeta', 'delta', 'E4_HR'}",3,"{'E4_EDA', 'Attention', 'lowAlpha', 'E4_TEMP', 'E4_IBI', 'lowBeta', 'highBeta', 'x', 'highAlpha', 'E4_HR'}"
9057,0.2857142857142857,3,3,"{'E4_EDA', 'highAlpha', 'Meditation', 'E4_IBI'}",3,"{'E4_EDA', 'E4_TEMP', 'E4_IBI', 'delta', 'E4_HR'}"
9061,0.5,3,3,"{'E4_EDA', 'Attention', 'E4_IBI'}",3,"{'E4_EDA', 'E4_TEMP', 'E4_IBI'}"
9073,0.25,3,3,"{'E4_TEMP', 'E4_IBI'}",3,"{'E4_EDA', 'delta', 'E4_IBI'}"
9118,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
9125,1.0,3,3,"{'E4_HR', 'E4_IBI'}",3,"{'E4_HR', 'E4_IBI'}"
9126,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
9134,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
9183,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
9189,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
9194,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
9197,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
9232,1.0,3,3,"{'lowGamma', 'E4_HR', 'E4_IBI'}",3,"{'lowGamma', 'E4_HR', 'E4_IBI'}"
9234,1.0,3,3,"{'lowGamma', 'E4_HR', 'E4_IBI'}",3,"{'lowGamma', 'E4_HR', 'E4_IBI'}"
9235,1.0,3,3,"{'lowGamma', 'E4_HR', 'E4_IBI'}",3,"{'lowGamma', 'E4_HR', 'E4_IBI'}"
9242,1.0,3,3,"{'lowGamma', 'E4_HR', 'E4_IBI'}",3,"{'lowGamma', 'E4_HR', 'E4_IBI'}"
9246,1.0,3,3,"{'theta', 'E4_EDA', 'lowGamma'}",3,"{'theta', 'E4_EDA', 'lowGamma'}"
9249,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
9263,1.0,3,3,"{'lowGamma', 'E4_HR', 'E4_IBI'}",3,"{'lowGamma', 'E4_HR', 'E4_IBI'}"
9281,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
9288,1.0,3,3,"{'lowGamma', 'highBeta', 'E4_HR', 'E4_IBI'}",3,"{'lowGamma', 'highBeta', 'E4_HR', 'E4_IBI'}"
9298,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
9312,1.0,3,3,"{'E4_HR', 'E4_IBI'}",3,"{'E4_HR', 'E4_IBI'}"
9314,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
9317,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
9351,1.0,3,3,"{'highAlpha', 'lowGamma', 'E4_HR', 'E4_IBI'}",3,"{'highAlpha', 'lowGamma', 'E4_HR', 'E4_IBI'}"
9354,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
9366,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
9367,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
9384,1.0,3,3,"{'y', 'E4_HR'}",3,"{'y', 'E4_HR'}"
9398,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
9405,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
9441,1.0,3,3,"{'theta', 'E4_EDA', 'highBeta'}",3,"{'theta', 'E4_EDA', 'highBeta'}"
9444,1.0,3,3,"{'E4_EDA', 'highBeta'}",3,"{'E4_EDA', 'highBeta'}"
9450,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
9462,1.0,3,3,"{'middleGamma', 'theta', 'E4_EDA', 'E4_HR'}",3,"{'middleGamma', 'theta', 'E4_EDA', 'E4_HR'}"
9468,1.0,3,3,"{'E4_EDA', 'E4_HR'}",3,"{'E4_EDA', 'E4_HR'}"
9478,1.0,3,3,"{'highAlpha', 'E4_EDA', 'E4_HR'}",3,"{'highAlpha', 'E4_EDA', 'E4_HR'}"
9480,1.0,3,3,{'E4_EDA'},3,{'E4_EDA'}
9485,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
9501,1.0,3,3,"{'highBeta', 'E4_IBI'}",3,"{'highBeta', 'E4_IBI'}"
9538,1.0,3,3,"{'lowGamma', 'E4_EDA', 'delta', 'E4_HR'}",3,"{'lowGamma', 'E4_EDA', 'delta', 'E4_HR'}"
9541,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
9544,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
9561,1.0,3,3,"{'E4_EDA', 'lowGamma'}",3,"{'E4_EDA', 'lowGamma'}"
9580,1.0,3,3,"{'theta', 'E4_EDA', 'E4_HR'}",3,"{'theta', 'E4_EDA', 'E4_HR'}"
9588,1.0,3,3,"{'theta', 'E4_EDA', 'E4_HR'}",3,"{'theta', 'E4_EDA', 'E4_HR'}"
9590,1.0,3,3,"{'middleGamma', 'theta', 'E4_HR', 'E4_IBI'}",3,"{'middleGamma', 'theta', 'E4_HR', 'E4_IBI'}"
9598,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
9620,1.0,3,3,"{'z', 'E4_EDA', 'lowAlpha', 'E4_TEMP', 'theta', 'x', 'highAlpha', 'delta', 'E4_HR'}",3,"{'z', 'E4_EDA', 'lowAlpha', 'E4_TEMP', 'theta', 'x', 'highAlpha', 'delta', 'E4_HR'}"
9626,1.0,3,3,"{'E4_EDA', 'lowAlpha', 'E4_TEMP', 'E4_IBI', 'theta', 'highBeta', 'x', 'highAlpha', 'delta', 'E4_HR'}",3,"{'E4_EDA', 'lowAlpha', 'E4_TEMP', 'E4_IBI', 'theta', 'highBeta', 'x', 'highAlpha', 'delta', 'E4_HR'}"
9631,0.5833333333333334,3,3,"{'z', 'E4_EDA', 'E4_IBI', 'theta', 'highBeta', 'x', 'delta', 'E4_HR'}",3,"{'z', 'E4_EDA', 'E4_TEMP', 'theta', 'lowBeta', 'highBeta', 'x', 'highAlpha', 'delta', 'E4_HR', 'E4_BVP'}"
9645,0.5,3,3,"{'z', 'E4_EDA', 'Attention', 'lowGamma', 'E4_TEMP', 'E4_HR', 'E4_BVP'}",3,"{'z', 'E4_EDA', 'Attention', 'lowAlpha', 'lowGamma', 'E4_TEMP', 'E4_IBI', 'theta', 'lowBeta', 'y', 'x', 'highAlpha', 'E4_HR', 'E4_BVP'}"
9648,0.38461538461538464,3,3,"{'z', 'E4_EDA', 'lowAlpha', 'E4_TEMP', 'E4_IBI', 'theta', 'lowBeta', 'x', 'highAlpha', 'delta', 'E4_HR', 'E4_BVP'}",3,"{'z', 'E4_EDA', 'theta', 'y', 'x', 'delta'}"
9661,0.8,3,3,"{'z', 'E4_EDA', 'lowAlpha', 'theta', 'lowBeta', 'highBeta', 'x', 'E4_HR'}",3,"{'z', 'E4_EDA', 'lowAlpha', 'E4_TEMP', 'E4_IBI', 'theta', 'lowBeta', 'highBeta', 'x', 'E4_HR'}"
9670,0.7692307692307693,3,3,"{'z', 'E4_EDA', 'Attention', 'lowAlpha', 'lowGamma', 'E4_TEMP', 'E4_IBI', 'theta', 'lowBeta', 'highBeta', 'x', 'highAlpha', 'E4_HR'}",3,"{'z', 'E4_EDA', 'lowAlpha', 'E4_TEMP', 'E4_IBI', 'theta', 'lowBeta', 'x', 'highAlpha', 'E4_HR'}"
9679,0.3333333333333333,3,3,"{'z', 'E4_EDA', 'Attention', 'lowAlpha', 'E4_TEMP', 'theta', 'lowBeta', 'x', 'highAlpha', 'E4_HR'}",3,"{'E4_EDA', 'lowAlpha', 'E4_IBI', 'theta', 'y', 'E4_HR'}"
9696,0.375,3,3,"{'E4_EDA', 'Attention', 'lowAlpha', 'Meditation', 'E4_TEMP', 'E4_IBI', 'theta', 'y', 'highAlpha', 'middleGamma', 'delta', 'E4_HR'}",3,"{'z', 'E4_EDA', 'lowAlpha', 'lowGamma', 'E4_TEMP', 'theta', 'x', 'highAlpha', 'E4_HR', 'E4_BVP'}"
9738,0.75,3,3,"{'E4_EDA', 'lowAlpha', 'lowGamma', 'E4_IBI', 'theta', 'lowBeta', 'highBeta', 'highAlpha', 'delta', 'E4_HR'}",3,"{'E4_EDA', 'lowAlpha', 'lowGamma', 'E4_TEMP', 'E4_IBI', 'theta', 'highBeta', 'x', 'highAlpha', 'delta', 'E4_HR'}"
9760,0.6153846153846154,3,3,"{'z', 'lowAlpha', 'lowGamma', 'E4_TEMP', 'theta', 'lowBeta', 'highBeta', 'highAlpha', 'delta', 'E4_HR'}",3,"{'E4_EDA', 'Meditation', 'lowAlpha', 'lowGamma', 'E4_TEMP', 'theta', 'highBeta', 'highAlpha', 'middleGamma', 'delta', 'E4_HR'}"
9763,0.5454545454545454,3,3,"{'E4_EDA', 'lowAlpha', 'lowGamma', 'E4_IBI', 'theta', 'highBeta', 'highAlpha', 'middleGamma', 'delta'}",3,"{'Attention', 'lowAlpha', 'lowGamma', 'theta', 'highBeta', 'highAlpha', 'delta', 'E4_HR'}"
9767,0.3,3,3,"{'lowAlpha', 'lowGamma', 'E4_IBI', 'theta', 'lowBeta', 'highBeta', 'highAlpha', 'delta', 'E4_HR'}",3,"{'E4_EDA', 'delta', 'E4_HR', 'lowAlpha'}"
9789,0.5333333333333333,3,3,"{'E4_EDA', 'Attention', 'lowGamma', 'E4_TEMP', 'E4_IBI', 'theta', 'highBeta', 'x', 'highAlpha', 'middleGamma', 'delta', 'E4_HR'}",3,"{'E4_EDA', 'Meditation', 'lowAlpha', 'lowGamma', 'E4_IBI', 'theta', 'lowBeta', 'highBeta', 'highAlpha', 'delta', 'E4_HR'}"
9792,0.5384615384615384,3,3,"{'z', 'E4_EDA', 'Attention', 'lowAlpha', 'E4_IBI', 'theta', 'highBeta', 'x', 'highAlpha', 'delta', 'E4_HR'}",3,"{'E4_EDA', 'E4_TEMP', 'E4_IBI', 'theta', 'y', 'highAlpha', 'highBeta', 'delta', 'E4_HR'}"
9798,0.6666666666666666,3,3,"{'Attention', 'lowGamma', 'E4_TEMP', 'E4_IBI', 'theta', 'highBeta', 'highAlpha', 'delta', 'E4_HR', 'E4_BVP'}",3,"{'E4_EDA', 'lowGamma', 'E4_TEMP', 'E4_IBI', 'theta', 'y', 'highAlpha', 'highBeta', 'delta', 'E4_HR'}"
9806,0.6923076923076923,3,3,"{'Meditation', 'Attention', 'lowGamma', 'E4_TEMP', 'E4_IBI', 'theta', 'highBeta', 'highAlpha', 'middleGamma', 'delta', 'E4_HR'}",3,"{'E4_EDA', 'Meditation', 'lowAlpha', 'lowGamma', 'E4_TEMP', 'E4_IBI', 'theta', 'highBeta', 'highAlpha', 'delta', 'E4_HR'}"
9818,0.3333333333333333,3,3,"{'E4_EDA', 'Meditation', 'E4_TEMP', 'E4_IBI', 'theta', 'highBeta', 'highAlpha', 'middleGamma', 'delta', 'E4_HR', 'E4_BVP'}",3,"{'lowAlpha', 'E4_TEMP', 'E4_IBI', 'delta', 'E4_HR'}"
9842,0.46153846153846156,3,3,"{'E4_EDA', 'Meditation', 'lowAlpha', 'E4_IBI', 'highBeta', 'x', 'highAlpha', 'E4_HR', 'E4_BVP'}",3,"{'Meditation', 'Attention', 'lowGamma', 'E4_TEMP', 'E4_IBI', 'y', 'x', 'highAlpha', 'highBeta', 'E4_HR'}"
9845,0.8,3,3,"{'E4_EDA', 'Meditation', 'lowAlpha', 'E4_IBI', 'lowBeta', 'highBeta', 'highAlpha', 'delta', 'E4_HR'}",3,"{'Meditation', 'lowAlpha', 'E4_TEMP', 'E4_IBI', 'lowBeta', 'highBeta', 'highAlpha', 'delta', 'E4_HR'}"
9877,1.0,3,3,"{'highBeta', 'lowBeta', 'delta', 'E4_IBI'}",3,"{'highBeta', 'lowBeta', 'delta', 'E4_IBI'}"
9892,0.3333333333333333,3,3,"{'E4_EDA', 'Meditation', 'lowAlpha', 'E4_IBI', 'delta', 'E4_HR', 'E4_BVP'}",3,"{'E4_EDA', 'E4_IBI', 'lowBeta', 'highAlpha', 'E4_HR'}"
9902,0.23076923076923078,3,3,"{'highBeta', 'lowBeta', 'delta', 'highAlpha'}",3,"{'E4_EDA', 'lowGamma', 'E4_TEMP', 'E4_IBI', 'theta', 'highBeta', 'x', 'highAlpha', 'middleGamma', 'delta', 'E4_HR', 'E4_BVP'}"
9911,0.9090909090909091,3,3,"{'z', 'E4_EDA', 'lowAlpha', 'lowGamma', 'E4_IBI', 'lowBeta', 'highBeta', 'highAlpha', 'delta', 'E4_HR'}",3,"{'z', 'E4_EDA', 'Meditation', 'lowAlpha', 'lowGamma', 'E4_IBI', 'lowBeta', 'highBeta', 'highAlpha', 'delta', 'E4_HR'}"
9912,1.0,3,3,"{'delta', 'highAlpha', 'E4_IBI'}",3,"{'delta', 'highAlpha', 'E4_IBI'}"
9918,0.5882352941176471,3,3,"{'z', 'E4_EDA', 'Attention', 'Meditation', 'E4_TEMP', 'E4_IBI', 'lowBeta', 'y', 'highAlpha', 'middleGamma', 'delta', 'E4_HR', 'E4_BVP'}",3,"{'z', 'E4_EDA', 'Attention', 'lowAlpha', 'lowGamma', 'E4_TEMP', 'E4_IBI', 'theta', 'lowBeta', 'highBeta', 'highAlpha', 'delta', 'E4_HR', 'E4_BVP'}"
9924,1.0,3,3,"{'Meditation', 'lowAlpha', 'E4_TEMP', 'E4_IBI', 'theta', 'lowBeta', 'highBeta', 'highAlpha', 'delta', 'E4_HR'}",3,"{'Meditation', 'lowAlpha', 'E4_TEMP', 'E4_IBI', 'theta', 'lowBeta', 'highBeta', 'highAlpha', 'delta', 'E4_HR'}"
9932,1.0,3,3,"{'z', 'E4_EDA', 'lowAlpha', 'lowGamma', 'E4_IBI', 'theta', 'lowBeta', 'highBeta', 'highAlpha', 'delta', 'E4_HR'}",3,"{'z', 'E4_EDA', 'lowAlpha', 'lowGamma', 'E4_IBI', 'theta', 'lowBeta', 'highBeta', 'highAlpha', 'delta', 'E4_HR'}"
9935,1.0,3,3,"{'highAlpha', 'delta', 'lowAlpha'}",3,"{'highAlpha', 'delta', 'lowAlpha'}"
9937,1.0,3,3,"{'delta', 'E4_IBI'}",3,"{'delta', 'E4_IBI'}"
9955,1.0,3,3,"{'delta', 'E4_IBI'}",3,"{'delta', 'E4_IBI'}"
9960,1.0,3,3,"{'z', 'E4_EDA', 'Meditation', 'lowAlpha', 'E4_IBI', 'theta', 'highBeta', 'highAlpha', 'delta'}",3,"{'z', 'E4_EDA', 'Meditation', 'lowAlpha', 'E4_IBI', 'theta', 'highBeta', 'highAlpha', 'delta'}"
9961,0.7142857142857143,3,3,"{'z', 'E4_EDA', 'Meditation', 'lowAlpha', 'lowGamma', 'E4_IBI', 'theta', 'lowBeta', 'highBeta', 'highAlpha', 'delta', 'E4_HR'}",3,"{'z', 'E4_EDA', 'Attention', 'lowAlpha', 'lowGamma', 'Meditation', 'E4_IBI', 'theta', 'highBeta', 'highAlpha', 'middleGamma', 'delta'}"
9977,1.0,3,3,"{'delta', 'E4_IBI'}",3,"{'delta', 'E4_IBI'}"
9981,1.0,3,3,"{'highBeta', 'theta', 'delta', 'highAlpha'}",3,"{'highBeta', 'theta', 'delta', 'highAlpha'}"
9985,1.0,3,3,"{'delta', 'E4_IBI'}",3,"{'delta', 'E4_IBI'}"
9986,1.0,3,3,"{'highBeta', 'delta', 'highAlpha', 'E4_IBI'}",3,"{'highBeta', 'delta', 'highAlpha', 'E4_IBI'}"
9987,1.0,3,3,"{'highBeta', 'E4_EDA', 'delta', 'highAlpha'}",3,"{'highBeta', 'E4_EDA', 'delta', 'highAlpha'}"
9988,1.0,3,3,"{'highBeta', 'delta', 'Attention', 'highAlpha'}",3,"{'highBeta', 'delta', 'Attention', 'highAlpha'}"
9998,1.0,3,3,"{'lowAlpha', 'highBeta', 'highAlpha', 'delta', 'E4_HR'}",3,"{'lowAlpha', 'highBeta', 'highAlpha', 'delta', 'E4_HR'}"
10020,1.0,3,3,"{'highBeta', 'delta', 'Attention', 'highAlpha'}",3,"{'highBeta', 'delta', 'Attention', 'highAlpha'}"
10021,1.0,3,3,"{'highAlpha', 'delta', 'E4_HR', 'lowAlpha'}",3,"{'highAlpha', 'delta', 'E4_HR', 'lowAlpha'}"
10023,1.0,3,3,"{'E4_EDA', 'Meditation', 'lowAlpha', 'lowGamma', 'E4_IBI', 'theta', 'y', 'highAlpha', 'highBeta', 'middleGamma', 'delta', 'E4_HR'}",3,"{'E4_EDA', 'Meditation', 'lowAlpha', 'lowGamma', 'E4_IBI', 'theta', 'y', 'highAlpha', 'highBeta', 'middleGamma', 'delta', 'E4_HR'}"
10029,1.0,3,3,"{'highAlpha', 'E4_HR'}",3,"{'highAlpha', 'E4_HR'}"
10034,1.0,3,3,"{'highAlpha', 'lowGamma', 'highBeta', 'E4_HR'}",3,"{'highAlpha', 'lowGamma', 'highBeta', 'E4_HR'}"
10036,1.0,3,3,"{'highBeta', 'Attention', 'E4_HR'}",3,"{'highBeta', 'Attention', 'E4_HR'}"
10045,0.4666666666666667,3,3,"{'z', 'E4_EDA', 'Meditation', 'lowAlpha', 'lowGamma', 'E4_TEMP', 'E4_IBI', 'theta', 'highBeta', 'delta', 'E4_HR', 'E4_BVP'}",3,"{'E4_EDA', 'Attention', 'lowAlpha', 'E4_TEMP', 'E4_IBI', 'highBeta', 'highAlpha', 'middleGamma', 'delta', 'E4_HR'}"
10054,0.5,3,3,"{'highBeta', 'E4_EDA', 'delta', 'E4_IBI'}",3,"{'E4_EDA', 'E4_IBI', 'highBeta', 'middleGamma', 'E4_BVP'}"
10063,0.6,3,3,"{'E4_EDA', 'lowGamma', 'Meditation', 'E4_IBI'}",3,"{'E4_EDA', 'highBeta', 'lowGamma', 'E4_IBI'}"
10064,0.3,3,3,"{'E4_EDA', 'Attention', 'Meditation', 'E4_IBI', 'highBeta', 'x', 'highAlpha', 'middleGamma', 'E4_HR'}",3,"{'E4_EDA', 'Meditation', 'E4_BVP', 'E4_IBI'}"
10074,0.9,3,3,"{'lowAlpha', 'lowGamma', 'E4_TEMP', 'E4_IBI', 'theta', 'highBeta', 'highAlpha', 'middleGamma', 'delta', 'E4_HR'}",3,"{'lowAlpha', 'lowGamma', 'E4_TEMP', 'E4_IBI', 'theta', 'highBeta', 'highAlpha', 'delta', 'E4_HR'}"
10085,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10089,1.0,3,3,"{'theta', 'highBeta', 'lowAlpha', 'E4_IBI'}",3,"{'theta', 'highBeta', 'lowAlpha', 'E4_IBI'}"
10099,1.0,3,3,"{'highAlpha', 'E4_IBI'}",3,"{'highAlpha', 'E4_IBI'}"
10113,1.0,3,3,"{'E4_HR', 'E4_IBI'}",3,"{'E4_HR', 'E4_IBI'}"
10127,1.0,3,3,"{'highBeta', 'highAlpha', 'E4_IBI'}",3,"{'highBeta', 'highAlpha', 'E4_IBI'}"
10130,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10132,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10134,1.0,3,3,"{'E4_HR', 'E4_IBI'}",3,"{'E4_HR', 'E4_IBI'}"
10153,1.0,3,3,"{'E4_HR', 'E4_IBI'}",3,"{'E4_HR', 'E4_IBI'}"
10163,1.0,3,3,"{'lowGamma', 'highAlpha', 'E4_IBI'}",3,"{'lowGamma', 'highAlpha', 'E4_IBI'}"
10166,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10172,1.0,3,3,"{'E4_HR', 'E4_IBI'}",3,"{'E4_HR', 'E4_IBI'}"
10180,1.0,3,3,"{'E4_HR', 'E4_IBI'}",3,"{'E4_HR', 'E4_IBI'}"
10189,1.0,3,3,"{'highAlpha', 'lowGamma', 'E4_HR', 'E4_IBI'}",3,"{'highAlpha', 'lowGamma', 'E4_HR', 'E4_IBI'}"
10193,1.0,3,3,"{'highAlpha', 'E4_HR', 'E4_IBI'}",3,"{'highAlpha', 'E4_HR', 'E4_IBI'}"
10199,1.0,3,3,"{'highAlpha', 'highBeta', 'E4_HR', 'E4_IBI'}",3,"{'highAlpha', 'highBeta', 'E4_HR', 'E4_IBI'}"
10206,1.0,3,3,"{'highAlpha', 'E4_HR', 'E4_IBI'}",3,"{'highAlpha', 'E4_HR', 'E4_IBI'}"
10218,1.0,3,3,"{'highAlpha', 'E4_HR', 'E4_IBI'}",3,"{'highAlpha', 'E4_HR', 'E4_IBI'}"
10221,1.0,3,3,"{'highAlpha', 'E4_HR', 'lowAlpha', 'E4_IBI'}",3,"{'highAlpha', 'E4_HR', 'lowAlpha', 'E4_IBI'}"
10239,1.0,3,3,"{'E4_HR', 'lowAlpha', 'E4_IBI'}",3,"{'E4_HR', 'lowAlpha', 'E4_IBI'}"
10241,1.0,3,3,"{'E4_HR', 'E4_IBI'}",3,"{'E4_HR', 'E4_IBI'}"
10254,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10262,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10268,1.0,3,3,"{'lowAlpha', 'E4_IBI'}",3,"{'lowAlpha', 'E4_IBI'}"
10276,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10279,1.0,3,3,"{'theta', 'lowGamma', 'lowAlpha', 'E4_IBI'}",3,"{'theta', 'lowGamma', 'lowAlpha', 'E4_IBI'}"
10289,1.0,3,3,"{'lowGamma', 'lowBeta', 'lowAlpha', 'E4_IBI'}",3,"{'lowGamma', 'lowBeta', 'lowAlpha', 'E4_IBI'}"
10305,1.0,3,3,"{'lowAlpha', 'E4_IBI'}",3,"{'lowAlpha', 'E4_IBI'}"
10311,1.0,3,3,"{'lowGamma', 'lowAlpha', 'E4_IBI'}",3,"{'lowGamma', 'lowAlpha', 'E4_IBI'}"
10351,0.5,3,3,"{'lowGamma', 'E4_HR', 'lowAlpha', 'E4_IBI'}",3,"{'lowAlpha', 'lowGamma', 'E4_IBI', 'lowBeta', 'highBeta', 'highAlpha', 'middleGamma', 'E4_HR'}"
10369,0.14285714285714285,3,3,"{'theta', 'E4_EDA', 'E4_IBI'}",3,"{'Meditation', 'lowGamma', 'E4_IBI', 'highAlpha', 'E4_HR'}"
10393,0.5714285714285714,3,3,"{'z', 'lowAlpha', 'E4_IBI', 'highBeta', 'highAlpha', 'E4_HR'}",3,"{'Attention', 'lowAlpha', 'E4_IBI', 'highAlpha', 'E4_HR'}"
10399,0.2222222222222222,3,3,"{'E4_HR', 'E4_IBI'}",3,"{'z', 'Meditation', 'Attention', 'lowAlpha', 'lowGamma', 'E4_IBI', 'highAlpha', 'E4_HR', 'E4_BVP'}"
10407,0.42857142857142855,3,3,"{'E4_EDA', 'E4_IBI', 'theta', 'highAlpha', 'E4_HR'}",3,"{'E4_IBI', 'highBeta', 'highAlpha', 'delta', 'E4_HR'}"
10421,1.0,3,3,"{'highAlpha', 'highBeta', 'E4_HR', 'E4_IBI'}",3,"{'highAlpha', 'highBeta', 'E4_HR', 'E4_IBI'}"
10430,1.0,3,3,"{'E4_HR', 'E4_IBI'}",3,"{'E4_HR', 'E4_IBI'}"
10445,1.0,3,3,"{'highBeta', 'E4_HR', 'E4_IBI'}",3,"{'highBeta', 'E4_HR', 'E4_IBI'}"
10453,1.0,3,3,"{'highBeta', 'E4_HR', 'E4_IBI'}",3,"{'highBeta', 'E4_HR', 'E4_IBI'}"
10459,1.0,3,3,"{'E4_HR', 'E4_IBI'}",3,"{'E4_HR', 'E4_IBI'}"
10465,1.0,3,3,"{'E4_HR', 'E4_IBI'}",3,"{'E4_HR', 'E4_IBI'}"
10474,1.0,3,3,"{'z', 'Attention', 'lowGamma', 'E4_IBI', 'lowBeta', 'highBeta', 'highAlpha', 'E4_HR'}",3,"{'z', 'Attention', 'lowGamma', 'E4_IBI', 'lowBeta', 'highBeta', 'highAlpha', 'E4_HR'}"
10476,1.0,3,3,"{'highAlpha', 'E4_HR', 'E4_IBI'}",3,"{'highAlpha', 'E4_HR', 'E4_IBI'}"
10500,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10504,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10506,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10530,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10538,1.0,3,3,"{'highAlpha', 'lowAlpha', 'E4_IBI'}",3,"{'highAlpha', 'lowAlpha', 'E4_IBI'}"
10552,1.0,3,3,"{'E4_HR', 'E4_IBI'}",3,"{'E4_HR', 'E4_IBI'}"
10577,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10593,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10600,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10612,1.0,3,3,"{'lowGamma', 'highAlpha', 'E4_IBI'}",3,"{'lowGamma', 'highAlpha', 'E4_IBI'}"
10628,1.0,3,3,"{'highAlpha', 'lowBeta', 'E4_HR', 'E4_IBI'}",3,"{'highAlpha', 'lowBeta', 'E4_HR', 'E4_IBI'}"
10629,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10636,1.0,3,3,"{'highBeta', 'highAlpha', 'E4_IBI'}",3,"{'highBeta', 'highAlpha', 'E4_IBI'}"
10640,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10646,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10648,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10656,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10660,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10674,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10684,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10689,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10708,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10723,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10732,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10734,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10735,1.0,3,3,"{'highAlpha', 'E4_HR', 'E4_IBI'}",3,"{'highAlpha', 'E4_HR', 'E4_IBI'}"
10742,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10758,1.0,3,3,"{'highAlpha', 'highBeta', 'lowAlpha', 'E4_IBI'}",3,"{'highAlpha', 'highBeta', 'lowAlpha', 'E4_IBI'}"
10761,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
10784,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
